row,actual,predicted,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9
1695,8,8,2.0492623436927764e-05,0.010938878580578217,9.471023411458129e-06,0.002859904562378084,3.946208512967146e-06,0.004048339472747331,0.0007877342699520415,4.784393360314223e-06,0.9792903760079491,0.002036072857673394
1078,0,0,0.7252462682911924,1.0957908999758231e-06,0.23347086984601112,0.01016696831422649,0.00027081719328613847,0.00037759206519781,0.02950997341934719,0.0005141072541109996,7.519853922929096e-05,0.00036710928649866416
1074,3,3,2.9783695831350298e-06,7.922651100539813e-08,0.0002437447595402806,0.9945110573535936,1.2925103658236547e-08,4.5735141919988844e-05,6.424263154105481e-09,3.195406481656582e-05,0.00010714038609383343,0.005057291348574926
1587,7,7,7.785353767033682e-07,6.493187194047891e-07,3.427727700200505e-05,7.367584182328907e-07,2.777721288625032e-05,4.20051658458009e-06,9.935443188638429e-08,0.9996106039075051,8.008319729563244e-05,0.00024079392178008872
1641,4,4,4.9144380138646644e-05,9.424292145829347e-05,9.179873436933646e-10,3.007526838982592e-12,0.999679903682782,9.349279920968907e-07,0.00016429364308665487,1.0151710181117032e-05,1.2323779051949328e-06,9.543546099848266e-08
921,6,6,0.0016598121737845873,2.6915819524470504e-07,1.0733658847008153e-05,1.4216887518027008e-07,0.00979103862022409,2.657838256626136e-05,0.9864028791073693,1.472207112501409e-07,0.0021083991595029325,3.499239220557001e-10
1618,2,2,3.5310582125057934e-05,0.00221915308803703,0.8860120651359871,0.1114167498433947,6.188356167522073e-07,7.699152448369075e-07,7.690299630004908e-07,0.0001778985893847516,2.854844620738797e-06,0.00013381013562606175
1707,8,8,7.69260491711076e-06,3.423676673526181e-05,0.00021994229244859205,7.703586656601337e-07,0.007753722715285654,0.0009465356675791837,0.0001372427893967613,1.1532570904021537e-05,0.9903970811124692,0.0004912431215985529
705,3,3,1.7325491238577598e-05,1.2646260790265426e-06,0.0005397925312831534,0.9890730512469392,1.4135943393897538e-08,0.00027877317032489797,7.491662675948834e-08,0.000264409910774345,1.3743734801783691e-06,0.009823919597310415
412,6,6,0.00033728318155516496,0.0001351087552389163,1.3185317772185994e-06,5.9731408716059045e-05,4.2856277107545336e-05,0.0001797086655027337,0.9988760832457145,7.789967817404245e-07,0.00036666314297767184,4.6779462836160127e-07
1677,0,0,0.999478166831199,6.666269218177376e-07,0.0001224827960983303,7.943320312348348e-07,7.363989944373094e-06,0.00015578174993585063,0.00019186897256408516,8.605828515983184e-06,6.416359183375801e-06,2.7852513605719207e-05
86,7,7,0.0012893394272068804,5.740365245279963e-07,1.326519720230083e-05,0.00971981295204715,0.005027641670485414,2.5879389953442472e-05,6.600586005621327e-06,0.9815431538853174,0.0023677136015800605,6.019253677209659e-06
185,0,0,0.9988193453463716,2.264394270717665e-06,2.6804344775625692e-05,2.8883515114401233e-08,0.00026094933032362664,2.1538710352172774e-06,0.0008263930608746888,2.9018110823157633e-05,3.206017484430495e-05,9.824831655002383e-07
468,6,6,0.00015106431134292124,1.707884812382013e-05,5.1924497600541005e-05,4.170411581144402e-06,4.475307604404404e-05,2.564334058639578e-05,0.9953064806303981,2.0099388862902675e-07,0.004398682621171768,1.2692624231351095e-09
713,6,6,0.00046147928023416697,1.3208478577441702e-07,1.4416108063251138e-06,2.1120156626244922e-07,0.016914453059369387,0.0007425206311739463,0.9129849149439768,3.6014074994158306e-07,0.06889448502425143,2.023085818194848e-09
937,5,5,0.000265894788978616,1.1838764387879015e-06,4.326621309913978e-06,0.004707885717091409,1.5907360887637302e-07,0.9483275495700046,0.00023770960806618718,8.205435669543362e-07,0.00015105296563799252,0.04630341723529693
1553,8,1,0.005140313832925867,0.9293276547766752,7.684431975035838e-05,1.484920002618498e-05,0.023556251336297657,0.00014943689653715075,0.001051333305727174,0.00027627333265934625,0.021941247642897566,0.018465795356503483
614,3,3,9.398732303080664e-07,1.4270809405940854e-05,0.0013571518335461232,0.9975433045873098,7.065857288278139e-09,3.36171377027652e-06,1.1911937931925716e-06,3.513083241463316e-06,0.0004900001302259025,0.0005862597096197428
170,8,8,3.804578566608336e-05,0.4121271130318246,0.00880155618861368,7.256150989368024e-05,0.01335182036883866,2.7189487564390588e-05,0.01287829974423056,0.0012004867542663054,0.551069616926868,0.0004333102022341417
1517,5,5,1.4063555222676841e-05,1.5979606356316725e-06,2.0613087630212446e-06,0.0001520509472635961,4.932521936384583e-07,0.9944217208004325,6.864810432514017e-06,4.957268832379235e-07,2.96017034404026e-05,0.00537104993473274
1516,0,0,0.9972917997455678,4.4226989050489053e-07,0.00045606940585263804,6.135551072069248e-06,0.00010807174488412913,6.20556830944503e-05,0.0014987674136750422,0.000303318694814113,7.6069921433335e-05,0.00019726956971587457
1354,6,6,3.427187460329177e-05,1.849709690449742e-05,3.1202960842886275e-06,4.645932081995435e-05,4.308825237995523e-06,4.89712274401064e-05,0.9980895053124518,2.5152338128306587e-07,0.0017537762790760802,8.382440006063458e-07
567,2,2,9.520012854319114e-07,0.024183646546775347,0.9756060738128213,0.0001725596250922032,1.926801022580751e-06,7.956785851177954e-06,1.917528522484727e-06,8.904062903831607e-07,1.547041533948814e-06,2.2529450805371603e-05
863,4,4,0.005080216420514474,7.218854666426006e-05,4.521712404815818e-07,7.207515351656914e-10,0.9881762549333473,2.1688302095346908e-08,0.006628526915162288,3.5140666851351996e-05,7.197759134517868e-06,1.780317292125399e-10
598,6,6,0.01616696143736387,7.496675705478484e-06,4.1803442416776946e-05,0.0005494654615369616,0.00024847220346473986,0.03626401349186759,0.8504030842192658,1.612331326192499e-05,0.09630126080019417,1.3189549226074907e-06
1620,0,0,0.9997127246297303,3.1312927903867467e-09,1.9864399750916456e-06,1.1336460665192121e-07,8.028908564183302e-06,1.9989342275183688e-05,0.00023022248935486336,1.4971009603465586e-06,2.41145207874596e-05,1.3200724531606042e-06
28,8,8,0.0005213219053590964,0.0014408861941691414,0.00028866660637707906,0.00044874081897043855,0.0001477226209005648,0.00029988588953363664,0.0009362767574234048,0.0014008788516858385,0.9926177974520884,0.0018978229034923573
709,3,3,4.020646667589465e-08,3.738280359480952e-08,8.55117491384484e-06,0.9996523041989274,6.595543019736346e-10,1.308974812203742e-05,5.0661225169308956e-09,6.1167061308895525e-06,2.030228795133795e-06,0.0003178246281635865
1562,9,9,0.0004257297558726768,0.007133185509665358,8.534027324120165e-06,0.0010286182774568954,1.0037929439770213e-05,4.819594625596254e-05,2.163880649067456e-09,0.12468212223366905,2.0606240700128617e-05,0.8666429679157355
562,5,5,0.000131432605939178,2.100175029030509e-07,1.1624949972017895e-07,0.00013614912916783082,4.808857590253268e-07,0.9960068184088755,1.2088206046924562e-06,9.117800843491018e-07,1.1557026497244413e-05,0.0037111150760694984
916,1,1,7.302657581121082e-07,0.7970545015597819,0.1913354965940487,5.062820206780106e-06,0.0004265464610831436,0.002662884972436691,0.0031857593922531803,3.3768231106684735e-09,0.004946811657965485,0.000382202899642975
297,4,4,0.0002604166523210719,6.543960259823853e-06,7.700095970116574e-09,3.079491057818317e-11,0.9993273088892874,1.2529625562676186e-06,0.0003898369325325477,1.4088169424246454e-05,5.444632488740319e-07,2.3947877137973146e-10
1626,1,1,3.151034405538431e-06,0.9319824080017093,0.0063571637383738515,0.00739763477503389,0.044421963899509205,2.400150209551282e-05,0.0006069058104288847,0.005803648297842166,0.0032817251187492284,0.00012139782185253763
1125,3,3,4.28877379610582e-06,9.816895038474821e-08,0.0002852108037001709,0.777124597049179,5.449190596352037e-08,7.246297375001615e-05,8.3999640864457e-08,0.00019555629056610782,0.0005368810110231684,0.2217807664374882
685,9,9,0.0003031928752844224,0.009925627965035492,1.7319072298156012e-08,5.505013236199776e-05,0.04711353225616496,0.04980563519753367,0.0007371812620220007,0.007852234817899404,0.008691841454110226,0.8755156867205156
583,6,6,0.04755014167841606,6.749074555744108e-07,6.431120761576569e-05,0.0031919119488624296,0.00035078024080954995,0.0699191665456544,0.8696457741932762,7.095429183533878e-05,0.009204861107174313,1.4238789004180423e-06
16,6,6,1.675411957227081e-05,0.017311966521622073,0.0010919372620842313,0.001102254688113585,0.0017978843740172937,5.457493215463824e-07,0.9759760377984493,3.1024787460655e-05,0.0026714810291409217,1.1367021815869448e-07
1390,3,3,2.5741878212008404e-09,3.213377853955559e-10,1.2266747504894248e-05,0.9991282393069717,1.4590545493132145e-11,1.0507640534087595e-07,1.5653699495483122e-09,4.5629218800637775e-07,5.118357149516775e-05,0.0008077445299488071
137,7,7,8.318469668365676e-07,4.0565502486836574e-06,9.911886887518317e-05,5.829995489802211e-06,0.00015334448923368888,3.266549871104139e-08,2.6985676808242432e-08,0.9997364609362908,1.488034976773229e-07,1.4885822199653363e-07
1752,1,1,3.4254874583796496e-06,0.9665934143008019,0.00026956850281603835,0.0004962710885705215,0.0036227539325541297,1.1264813604247915e-05,1.6828996572899394e-05,0.0015768154946438659,0.027094484419157676,0.0003151729638204083
340,2,2,2.631347206518784e-06,9.32313215783142e-06,0.9877257099535321,0.011789044846488603,2.2781918251697946e-10,5.933112943737455e-06,9.482157647436189e-07,3.179938442618755e-06,0.0003693628914139991,9.386633423065026e-05
772,0,0,0.9990158407443374,3.103690232930227e-07,0.0006107685297771078,2.7151489370928577e-06,4.69279726842067e-05,1.7634901239609153e-05,7.58931655426442e-05,0.00019490392863067305,3.311980421510658e-05,1.8854356129386114e-06
536,0,0,0.9984567718992863,2.2759585914700266e-07,6.348363891368906e-05,2.731068057195874e-05,9.281705747158693e-06,2.1784087576012296e-05,2.336432149237093e-06,0.0009295807801934376,0.00015419877039950944,0.00033502440930357244
201,5,5,1.7368905192396231e-06,1.686841310804516e-07,5.2274620957913074e-05,0.00010686082070677837,2.1854756622842149e-07,0.9997604049212928,7.709151217863773e-08,4.846877233633931e-06,7.264122284929246e-05,7.703232308539394e-07
1747,1,1,0.0002395810865281764,0.7671136678993965,0.00013684798977851178,1.5035874899998713e-06,0.057954428276501734,0.0005203735429817835,0.004227249739917569,0.0022667245117749734,0.16699544278914336,0.0005441805764873801
1522,1,1,0.0007455654342531553,0.7718688817794368,0.003929061847708058,0.09691484231481247,0.00019754426115623468,0.00014932242156149095,6.114291155854748e-06,0.01363912210842582,0.03608863576875019,0.07646090977273999
919,4,4,5.438813369545127e-06,1.29037496230845e-07,4.3729026936708204e-10,1.3998761759511217e-12,0.9999892647551307,2.3128016013829342e-12,1.1099458364124383e-06,4.0470717903193375e-06,9.933764730705099e-09,1.6093642947382619e-12
1210,8,8,0.0038186958540709615,0.0006695462792985951,0.06737845616113194,0.009416187812931687,0.0032926893281738875,0.24003247983547354,9.482342827049509e-05,0.12680492852220807,0.5162471859791281,0.03224500679931272
1051,2,2,6.098682731168964e-09,2.646449982963357e-06,0.9999713742765258,2.5637911779855338e-05,8.709886836797051e-10,8.085794057907303e-08,1.4662418727372903e-09,2.5264630613104572e-08,4.564742805442944e-09,2.2223848398731295e-07
1489,5,5,4.580125504259531e-05,1.3548099207121297e-08,5.032966933648295e-07,0.0016496207743874683,2.8472952468697877e-07,0.9972797504911292,6.857449492766145e-05,9.83982820773988e-07,0.0009151537634474268,3.9313663927624e-05
1373,7,7,1.2080628732145693e-07,1.2241851066828124e-06,0.0003661805685569267,8.549053506760146e-05,0.00017448530478995136,1.818307349036631e-05,1.2662225436288754e-06,0.9993527538760272,8.272503352624395e-08,2.1270309658270972e-07
555,9,9,0.002236464700943227,0.0010353498956032108,0.0053740982735610765,0.16893025934395547,2.5998488539242715e-05,0.010018916847814793,0.0021388142616333727,0.004745802099634427,0.05673769033535645,0.7487566057529588
1209,7,7,2.5573470900734763e-06,9.977300001656307e-05,0.0007290438762323358,2.5458139622209894e-05,0.0006136615998778152,3.5639501908504296e-05,2.685340176279568e-07,0.9979276880655193,0.00038672043421360253,0.00017918950150200833
1774,1,1,1.7268144267225127e-05,0.9041131688355307,0.00012947078454269534,3.2972634130528793e-06,0.000531849100473225,1.3272796125208275e-05,0.001274611156157036,0.0007356930965594176,0.09317700850366979,4.36031926167365e-06
632,2,2,2.4443076942735645e-07,0.22636317104859985,0.7734708462083223,0.00011723057934083748,4.1276983388975e-06,3.2718643042776587e-06,2.0303723607344393e-07,4.866999103296462e-07,1.1521577534112026e-06,3.926627542489881e-05
62,3,3,7.639036888455979e-07,7.698426939747568e-06,0.0009946062859636218,0.9988724185540804,2.3811437348863945e-10,1.3378092624936062e-06,2.5562716405373028e-09,6.134452586895963e-06,6.067296943453671e-07,0.00011643104339750572
1480,6,6,0.00022645226097915735,3.716266713863877e-07,6.948222942972711e-07,6.487390799890683e-07,0.0004394461322435142,5.069742041617562e-05,0.998084542963682,3.2009983194423706e-07,0.0011968014577458583,2.4477055682836662e-08
381,9,9,0.0033769458475740037,9.761956264981315e-05,1.2172027147666042e-07,0.0001370361750234362,0.00965588358004945,0.02897538360053582,5.5794051028918383e-05,0.014794410998021288,0.0043496893292674305,0.9385571151355784
1566,3,3,4.068347353546416e-08,5.466071852342624e-06,6.932109970128112e-05,0.996221470858859,2.989697980410469e-09,1.2269770044859468e-05,2.1473700742609226e-09,4.110933835026611e-07,0.0012234349034457208,0.002467580382171627
834,6,6,4.097780942730621e-05,3.111422659634385e-05,1.1447764895674274e-05,5.446558353916672e-06,4.5437009551028885e-05,1.0966609303291637e-05,0.9957800193734224,2.8706149249263145e-08,0.004074556187588033,5.754712793921514e-09
1573,0,0,0.5754972790632967,0.022069870192141298,2.9533937991867463e-05,9.712819697349206e-07,0.31058856969835574,0.0026533429990090954,0.03960834702388115,0.00797812857751231,0.04075826365545407,0.0008156935703879509
724,0,0,0.9997934509666924,9.32498251929499e-08,4.654997798631663e-05,1.2695101142751325e-06,5.59173094161007e-06,1.0962935590419976e-05,1.1698188568462046e-05,0.00012107192100714274,8.99112377863799e-06,3.203954954541633e-07
1794,8,8,9.643221615693491e-06,0.000839709917602693,0.00010252731684814707,7.517679169071767e-06,0.0006071119005019947,1.8569537339384102e-06,0.0061153968296244424,6.282561574295276e-06,0.9922855139057684,2.4439713561249155e-05
1370,3,3,1.2342449848275556e-07,6.131158402909681e-08,6.009343469289824e-05,0.998897042342352,2.801352663153009e-10,1.651244089193041e-05,2.6493961670214656e-07,1.3643235751447243e-06,0.0003936028084318475,0.0006309346942217373
1101,5,5,3.762697830924125e-06,2.841304933670929e-07,6.25417529848001e-07,8.311848627306045e-05,1.891272174200734e-05,0.9996717979972106,2.6426769798519023e-06,0.00021375161284310494,1.9375271539546424e-06,3.166731943301307e-06
1239,6,6,0.0004358864517912,2.537174698198201e-06,5.394986379346869e-06,0.000306809284554223,0.0001959779731855118,0.0015245788060051586,0.9971168218769717,8.158097260219222e-06,0.0003925710057829837,1.1264343371438536e-05
51,2,2,6.565927599580214e-05,0.007035687098857803,0.9887362304299553,6.854532392245288e-06,0.0002291601650338321,1.906358542107396e-09,0.00016495894240910574,0.002220826298924623,0.0015405436876946312,7.766237823458112e-08
1137,4,4,0.0002757953957055102,5.028329137239988e-08,7.638368164426666e-10,7.343165530607943e-10,0.9993651427115443,7.752119071382104e-07,0.0003384947789785606,1.853283075754187e-05,1.2068372947932684e-06,4.523674554197758e-10
1688,1,1,0.0002251674738159218,0.7621797461200722,0.01202236989345673,2.988689215924259e-05,0.006883353416938455,0.003045153940683799,0.09771372509868384,2.850765239362487e-05,0.11781501531012865,5.707420166741778e-05
608,9,9,0.008473117759678296,1.6272940929640953e-06,0.0001999231442219331,0.02017814937905003,1.2397653536984807e-05,0.006287820835539229,0.00039800497982316486,0.004598231094020791,0.08322386006105043,0.8766268677989862
1100,9,9,1.7464849700765113e-05,6.129364168873134e-06,4.960444416547027e-06,9.756304936041472e-05,4.7239217511194094e-05,0.0034337945928924877,3.994330594160074e-07,1.4843542314510634e-05,0.07589889305658284,0.9204787124499929
873,4,4,2.049040391290986e-07,5.224449463994978e-09,4.402974624709893e-08,2.413514068042538e-11,0.9999588270957217,1.2835773273509268e-08,4.073917804806275e-05,1.6148504787690906e-08,1.5055758384606096e-07,1.998360807364165e-12
221,1,1,6.123026665142064e-08,0.9967991669801379,8.741443088656801e-07,0.00011133646201864175,3.1461351242276776e-05,2.016434488649196e-07,1.8898914353332826e-05,5.227055771303827e-06,0.0029679286891997098,6.484352925252053e-05
790,4,4,0.00011205381384908339,0.00021647848339471953,2.6099411633937076e-08,1.07334350089075e-07,0.9807369685767764,8.990742732773241e-05,0.01875334860477884,7.285797734071449e-05,1.825132083204148e-05,3.6193878807570154e-10
1531,2,2,3.990549473915034e-07,3.3094050687008497e-05,0.9984359257927168,0.0013888806972942257,2.3063598649563427e-07,8.492226336118981e-05,2.0207340256468368e-06,2.4625060640552724e-06,5.197717784280477e-05,8.708707415049021e-08
564,0,0,0.9911412231199239,3.3009729980000715e-06,7.329844704038425e-05,1.3679067016375734e-05,4.3934762859694905e-05,3.511095546768583e-05,0.0005928387095907047,8.327450131364298e-05,0.004143111045188692,0.0038702284186007247
99,1,1,2.4927817459653108e-06,0.9977914461547417,2.123190993145978e-05,5.302691825897257e-07,0.001393803543036148,1.978548318434238e-06,0.0005898369550680249,1.5490656072508535e-05,0.00018296985696900675,2.1932493379968823e-07
1155,9,9,5.125362848365233e-06,5.667898513824018e-05,6.134878083214865e-06,0.00012033760478633875,6.496066882254818e-06,0.0009233411563976093,1.571720901564528e-06,2.5641393971808614e-05,0.0569212362942296,0.9419334365367611
933,8,8,1.0686057466766743e-05,5.740938352127273e-07,4.646200620675754e-05,0.012039007694560733,1.4765232086347405e-06,0.002290384843323198,9.319464119298612e-05,2.9856317475111085e-06,0.9849975716351058,0.0005176568733523486
9,9,9,0.0039050039640066763,0.0005550533387781699,1.471377496269161e-05,0.00017390056647689398,0.0011843482191643611,0.04185462207957002,4.649453543021322e-05,0.0011419592183544392,0.023451692674093368,0.9276722116291631
4,4,4,0.00016287587038755865,0.00015595519034083694,5.2831456895286824e-08,1.1053383150024649e-08,0.9955569748602325,1.1218348288510113e-07,0.004019383002763219,1.1081350590692304e-05,9.355238723805296e-05,1.27012411651178e-09
358,5,5,6.0731202330600264e-05,5.015432059081633e-07,3.0213605622736523e-08,0.0006724964987835524,5.459314440416413e-06,0.9887284032343433,1.5402893208819323e-05,3.5332250375476995e-07,2.9811277949125917e-05,0.010486810499628883
102,5,5,3.149147499485716e-05,1.0965366614047946e-06,7.3193684283573175e-06,0.007965723780731569,1.1469288411616736e-05,0.990539953941275,3.2564548866088886e-05,1.2810901349213672e-05,0.0006306402877191038,0.0007669298715626727
817,4,4,7.976029337590009e-05,9.48862847596532e-06,9.346841012106715e-09,6.231618448381513e-10,0.9988319557535297,2.05618522827811e-06,0.00103930198598389,3.5829728822934755e-05,1.5973913693166178e-06,6.321118217528007e-11
1530,2,2,3.818083704722626e-08,1.8703461139298397e-06,0.997852474834258,0.002141075781780998,1.1849773481413166e-09,2.437829761074802e-06,1.2394093109267374e-08,9.509265572344868e-07,9.408453043630153e-07,1.9767631666075435e-07
1105,0,0,0.999138855240853,1.5639087295565146e-08,0.00023957412229564854,3.189162546024557e-06,2.8660217071239847e-06,2.855803191615626e-07,0.0006084044247509133,4.634516273676949e-06,1.6682202340815844e-06,5.070719330071468e-07
48,0,0,0.9977193858913722,6.21657822968296e-07,6.8138370572264305e-06,4.974703931987926e-07,2.3563529601687382e-05,0.00010093542828864002,0.001825547687861148,8.05955246679736e-06,0.00023129886873580707,8.327607640035134e-05
1763,8,8,1.5984871919413264e-06,8.34834778113715e-05,0.0001464880660800073,0.0002531186565989601,0.00022218748193786247,6.003035167660918e-05,0.00010841741640357464,4.999655409357133e-06,0.9982035655926237,0.0009161108142667505
795,9,9,0.024732806123238586,0.0001519899809969078,2.939759917725194e-05,0.005196409612653455,2.829754871353961e-05,0.001762735452832774,0.00011208337973743197,0.000805841893615885,0.16653519743849032,0.8006452409705439
1242,1,1,4.5530700562646305e-05,0.9121670368138323,0.013307963709937849,0.0011458859996140215,0.0052741566423024555,0.002103054327481679,5.1482998454535875e-06,0.0026291912972833667,0.03514876548404361,0.02817326672509663
821,3,3,3.310931190212451e-07,1.7434527200443013e-08,5.261752397522794e-05,0.9723657562078294,2.8332063254069138e-09,4.266594672788248e-05,1.0862502374370786e-07,1.9551435954441326e-05,0.020142983925598493,0.007375964974038376
206,8,1,9.088607878733418e-05,0.49837131816546126,0.009817573926133265,4.330274565278876e-05,0.014115231561019846,0.0012895650483638246,0.0017492921947489758,0.0005448918613399221,0.468553399522085,0.005424538896407825
875,1,1,2.0140755348550432e-07,0.9974457945896228,0.0011332012360342084,7.488121324688074e-05,0.00011061182492495956,7.731546723183485e-07,1.420401265790542e-05,0.0005096724555774788,0.0007011323449883943,9.527760721493856e-06
1186,9,9,0.03147366639262136,1.5886330130682712e-06,4.137760925559262e-05,0.0005677080138292453,0.009516259066835883,0.025786144243576916,6.359598613057908e-05,0.00731144382822083,0.09979997393141661,0.8254382422950999
487,0,0,0.9970281067468529,5.353348278122955e-06,0.0003685315145202634,5.9466485971335355e-06,0.0007480931920524296,0.00024862979962264164,0.0014429062083779187,0.00013370862417209797,2.4262758403646185e-06,1.629764168626286e-05
796,0,0,0.9979460612786555,3.7315414015479454e-08,9.737944042325736e-05,0.00010019527232606517,1.8322777868472527e-05,0.0012443045842450856,0.00026260463808454396,0.00020987307107579465,0.0001106865698722572,1.0535052034928436e-05
5,5,9,0.0013003130555563052,0.066299629434525,1.8001662472533027e-05,0.008784666400912522,0.00020543689347255847,0.011976194251088822,0.00018046210669502466,1.657239733263952e-05,0.006674848477373525,0.9045438753205711
259,3,3,2.5901345586656067e-06,9.213296373536774e-06,0.003878776732189239,0.9957201977983958,3.4096842056413685e-08,0.0001318753380048758,3.646039816000785e-06,6.612136971244552e-06,1.6672136224784073e-05,0.00023038229062363657
511,9,9,0.004839554959083862,5.621524399415105e-06,0.0003942924924374215,0.006835129838132582,8.73103623559594e-06,9.30011644213869e-05,1.1499628103100295e-05,0.00031167962639483485,0.10030902177615938,0.8871914679546324
329,9,9,5.356532107495584e-05,0.00015467214173410114,0.00015506443131531406,0.00010950018470280454,0.011881352713499058,0.00018444407096514196,1.3387778942615837e-06,0.3200273142145312,0.0769850273971746,0.5904477207471086
775,8,8,1.1032531428056555e-05,1.6403465692484274e-06,6.79896015258568e-07,1.0764077620156226e-06,3.0953322381785097e-06,9.916392913704427e-06,3.1834485501042994e-06,1.5866844282294198e-06,0.9997791877534921,0.00018860120660325086
325,9,9,8.498162062887931e-05,0.0038019711527084,9.603141804471598e-06,0.0015192656951783581,0.0042826903171375936,0.09738469889779988,5.355872022559133e-06,0.13304099242328518,0.00638239854946261,0.753488042329972
998,4,4,2.4487858119470665e-05,1.813512394382385e-05,2.2532197201395257e-09,2.359850169590925e-06,0.997861543067851,1.7655381995056908e-06,0.0008913603025747598,0.001177106042532918,7.72500788214191e-06,1.5514955507159856e-05
395,9,9,0.00029109372787648036,1.6982291243160994e-05,0.000539266245397058,0.00019201806062942505,3.4804444872347834e-07,3.9454102066601534e-05,1.41435170550937e-07,8.681167668194526e-06,0.0013210883472369243,0.9975909265782629
1077,0,0,0.8165324769478652,0.00015741503251407685,0.00018334717692280558,6.480447023465678e-05,0.0005233037177404325,6.457212534057912e-05,0.18007143854752175,3.8380931992288745e-05,0.0005142825132305034,0.0018499785366374204
343,4,4,0.00012383355309364053,1.7813786517957917e-05,6.0865199337724e-09,8.929432741977945e-12,0.9994841101634478,1.4470788670321333e-05,0.00026993186553131405,8.196045030985023e-05,7.796689402785547e-06,7.660757698163873e-08
1211,2,2,8.121104409038307e-09,9.378871001111011e-08,0.9995176338939424,0.00047253265524087036,8.947621619279472e-12,2.063249716096718e-06,4.887756526745251e-08,1.2246428113871524e-07,7.473268232147477e-06,2.3672260339711525e-08
870,7,7,9.724284305651388e-08,1.9793705968851634e-05,1.0283655406745187e-05,0.00045826599713791197,0.0002952063346499475,8.814258324889078e-06,9.296954210622899e-07,0.9992036355747851,3.764959272671336e-07,2.5970395352855833e-06
944,9,9,0.0001366946236049835,1.933134835294334e-05,8.923018046371412e-05,0.0016827090343687883,2.0211346723513294e-06,0.0001754769605350317,2.8233392813206488e-05,7.890370207461235e-06,0.005149174396952248,0.9927092385580293
1004,3,3,0.00010481069117527826,2.4853595542492915e-05,0.01096166290692644,0.9880518826387918,1.952062630610593e-07,4.438505051265847e-05,0.00039992527562891556,2.07008071647486e-05,0.00014362135420375948,0.00024796247379089536
1304,7,7,2.013836784267566e-06,6.56386584355345e-07,6.374831602718631e-05,0.0008670028796800773,0.00021392998774194208,1.3417142060098996e-05,2.442612490656229e-08,0.9985509605719766,2.797576619867081e-06,0.0002854488764006043
532,6,6,0.009442509603475965,5.013287000632451e-07,8.751242909021503e-05,0.0016724039735389559,8.024237758378432e-05,0.035038507287413465,0.948590471296097,8.730071914318156e-05,0.004991717104383024,8.833880574346444e-06
1392,9,9,0.0003151654340881589,2.124675683248555e-06,1.2631828440207706e-06,3.881876686223433e-05,2.4458320908575045e-06,2.5619038004435146e-05,1.1547464388697606e-08,1.810132945163769e-05,0.000503189453538831,0.9990932607399722
166,0,0,0.9996218572096716,7.356790130404983e-09,1.7445797376362834e-05,2.2118871834207528e-07,0.00012021749758684916,4.212052529886549e-05,4.325564763187998e-05,9.299822028779464e-05,4.070749458383842e-05,2.116906205406115e-05
